class,feature,class_mean_standardized,rest_mean_standardized,class_sd_standardized,rest_sd_standardized,cohens_d_class_vs_rest,abs_cohens_d,direction,centroid_distance_19D
abundant,H_pos_base9,0.020462788732977633,-0.006731912256419555,0.9982537729737098,1.000483651822081,0.02719654707166721,0.02719654707166721,higher_in_class,2.4144660367617186
abundant,H_pos_base10,0.009686240615245765,-0.003186609741580058,0.9961932127896337,1.0012300437059056,0.012873036156798637,0.012873036156798637,higher_in_class,2.4144660367617186
abundant,H_pos_base11,0.001749520299248265,-0.0005755626615239216,1.005099734324587,0.9983172440613873,0.002325081806318872,0.002325081806318872,higher_in_class,2.4144660367617186
abundant,H_pos_base12,0.05628030683862212,-0.018515271420038767,0.9797893454915468,1.0058734059483165,0.07483450409206993,0.07483450409206993,higher_in_class,2.4144660367617186
abundant,H_pos_base13,0.0010597135162993237,-0.00034862786796681535,1.0045609941667166,0.9984960446331356,0.0014083402360766713,0.0014083402360766713,higher_in_class,2.4144660367617186
abundant,H_pos_base14,0.031443437394002696,-0.01034436040653354,0.9960190899011093,1.0010916407492703,0.04179455366077321,0.04179455366077321,higher_in_class,2.4144660367617186
abundant,H_pos_base15,0.011713606338490081,-0.0038535788599479404,1.0016976571373752,0.9994121883835939,0.015567520988755008,0.015567520988755008,higher_in_class,2.4144660367617186
abundant,H_pos_base16,0.004304729165822524,-0.0014161832685724675,0.9981085363811381,1.000618756062759,0.005720924151699524,0.005720924151699524,higher_in_class,2.4144660367617186
abundant,H_dynamical_collatz,-0.1689914568124434,0.055595338161931226,1.1809182206223132,0.9261268005762708,-0.22564907387094643,0.22564907387094643,lower_in_class,2.4144660367617186
deficient,H_algebraic,-0.23485182671414057,0.7138527853405563,0.9898523122216444,0.6197956566199394,-1.0398662652151147,1.0398662652151147,lower_in_class,2.414413362628091
deficient,H_geometric,-0.334571949640405,1.0169608705591704,0.836271021023523,0.7344409441598028,-1.66393109372001,1.66393109372001,lower_in_class,2.414413362628091
deficient,H_arithmetic,-0.43104408721376,1.310196418598237,0.6890334867444469,0.5613622510787459,-2.639308426005509,2.639308426005509,lower_in_class,2.414413362628091
deficient,H_pos_base2,-0.015672553991592085,0.04763810644708413,1.0238441870309685,0.9221228326031908,-0.06333424455801608,0.06333424455801608,lower_in_class,2.414413362628091
deficient,H_pos_base3,-0.011108249371237413,0.033764501068020716,1.0064745193548175,0.979288364137914,-0.04488112301376171,0.04488112301376171,lower_in_class,2.414413362628091
deficient,H_pos_base4,-0.00796421135744947,0.024207920969153172,1.0057827465282654,0.9818213596633067,-0.032175201945156016,0.032175201945156016,lower_in_class,2.414413362628091
deficient,H_pos_base5,-0.002387994907136003,0.0072585205731124725,0.9995198107833398,1.0014272421184776,-0.009646589437753822,0.009646589437753822,lower_in_class,2.414413362628091
deficient,H_pos_base6,-0.014724882441908,0.04475757541269591,1.0071736594314165,0.9765138504415118,-0.05950200900434405,0.05950200900434405,lower_in_class,2.414413362628091
deficient,H_pos_base7,-0.000411522790963763,0.0012508597215155656,0.9990842416241985,1.0027813929801688,-0.0016623812779574755,0.0016623812779574755,lower_in_class,2.414413362628091
deficient,H_pos_base8,-0.008277929455748805,0.025161494724215076,1.002468836980917,0.99203811826186,-0.03344287374768606,0.03344287374768606,lower_in_class,2.414413362628091
deficient,H_pos_base9,-0.006701705800069332,0.020370424274946203,1.0004084042634545,0.998485518734839,-0.027073951087694746,0.027073951087694746,lower_in_class,2.414413362628091
deficient,H_pos_base10,-0.0031596413961730843,0.009604007952134244,1.0011626712735,0.9964001631932307,-0.012763830246746218,0.012763830246746218,lower_in_class,2.414413362628091
deficient,H_pos_base11,-0.0005450250135337648,0.0016566514701430368,0.9982384604783772,1.0053376236504543,-0.0022016752759638977,0.0022016752759638977,lower_in_class,2.414413362628091
deficient,H_pos_base12,-0.018487349357776635,0.05619392455770744,1.005802180518572,0.9800186364268497,-0.07472002176512992,0.07472002176512992,lower_in_class,2.414413362628091
deficient,H_pos_base13,-0.000313552083904627,0.0009530691397106071,0.9983936516018732,1.0048703049476844,-0.0012666201462497562,0.0012666201462497562,lower_in_class,2.414413362628091
